package,last_modified,first_release
sazedR,2020-09-29,2018-09-30
sbart,2019-10-16,2017-03-23
SBCK,2021-04-27,2021-04-10
SBdecomp,2020-11-25,2020-05-12
sBF,2014-12-19,2009-10-08
sbfc,2020-06-23,2016-07-16
sbgcop,2018-05-29,2007-03-09
sbm,2021-06-09,2020-07-07
sbo,2020-12-05,2020-11-04
sboost,2019-04-08,2018-10-28
sbpiper,2020-10-02,2018-03-02
sbrl,2020-04-23,2016-06-15
SBSA,2014-01-31,2011-06-15
sbtools,2021-06-04,2016-06-23
sbw,2021-03-28,2019-12-30
sca,2018-02-12,2003-07-18
scagnostics,2018-04-04,2007-07-07
Scale,2020-06-15,2015-05-06
scaleboot,2019-12-04,2006-07-19
scaleCoef,2012-06-24,2011-05-20
scales,2020-05-12,2011-09-22
scalpel,2021-02-03,2017-03-14
scalreg,2019-01-25,2013-12-18
scam,2021-04-01,2012-01-20
scan,2021-02-05,2016-10-14
scanstatistics,2020-10-28,2016-09-29
scape,2020-11-23,2005-08-30
scapeMCMC,2014-05-13,2005-10-14
scar,2014-04-15,2013-07-23
scaRabee,2021-05-26,2010-05-05
SCAT,2019-01-25,2017-06-23
scatterD3,2020-12-01,2015-07-01
scattermore,2020-11-24,2020-03-06
scatterpie,2021-04-23,2016-12-02
scatterplot3d,2018-03-14,2000-11-16
scBio,2020-05-20,2018-08-07
SCBmeanfd,2016-12-27,2013-12-02
scbursts,2019-07-06,2019-02-27
SCCI,2019-06-04,2019-03-01
scclust,2018-12-13,2017-03-28
sccore,2021-05-05,2020-09-30
sccr,2020-12-11,2019-08-05
SCCS,2020-10-01,2018-05-11
scDHA,2021-06-11,2021-06-09
scdhlm,2021-01-07,2016-09-27
scDIFtest,2020-07-02,2020-06-26
SCEPtER,2021-03-29,2013-06-04
SCEPtERextras,2014-12-20,2013-06-04
SCGLR,2018-09-28,2013-08-01
scgwr,2020-08-07,2019-05-03
SchemaOnRead,2020-01-14,2015-10-24
schoenberg,2018-06-26,2018-05-02
scholar,2021-04-28,2013-10-22
schoolmath,2009-10-26,2007-06-10
schoRsch,2020-12-15,2013-03-20
schrute,2020-06-30,2019-12-15
schumaker,2019-11-13,2015-08-08
schwartz97,2018-02-11,2010-08-27
SCI,2016-05-03,2014-02-28
scico,2020-06-08,2018-05-30
scidb,2020-10-02,2013-03-27
SciencePo,2013-09-03,2013-06-12
SciencesPo,2018-02-01,2013-08-27
scifigure,2019-03-05,2017-07-19
SCINA,2019-07-18,2018-10-08
scio,2020-08-03,2012-05-06
sciplot,2020-02-28,2006-11-09
scipub,2021-03-18,2020-05-18
SciViews,2019-11-16,2004-11-29
sclero,2021-04-08,2016-01-21
scLink,2020-08-14,2020-07-28
sclr,2020-03-02,2019-09-04
SCMA,2020-01-09,2012-04-04
scmamp,2021-03-10,2015-09-06
scMappR,2021-05-15,2020-03-04
scModels,2021-02-26,2019-06-13
scope,2009-04-15,2006-04-15
scoper,2020-08-10,2018-10-14
scopr,2019-02-15,2018-05-18
SCOR,2020-06-25,2019-10-24
scorecard,2021-06-11,2017-09-16
scorecardModelUtils,2019-04-14,2018-04-27
scorer,2020-05-19,2015-07-23
scoring,2018-02-12,2013-07-03
scoringRules,2020-10-05,2016-07-06
scoringTools,2021-01-10,2020-10-23
scoringutils,2020-11-17,2020-06-14
SCORNET,2021-01-04,2020-11-12
SCORPIUS,2021-06-09,2017-09-15
ScottKnott,2018-06-07,2009-01-23
ScottKnottESD,2018-05-08,2016-08-10
scout,2015-07-10,2008-12-09
scPDSI,2021-04-07,2018-10-28
SCperf,2018-03-01,2012-02-05
scphaser,2017-07-29,2016-08-31
scpm,2020-02-03,2017-06-28
SCRABBLE,2019-10-21,2019-03-07
ScrabbleScore,2021-06-09,2013-10-09
scraEP,2018-07-03,2017-11-15
scrapeR,2010-02-03,2010-01-11
ScreenClean,2012-10-30,2012-10-29
scrime,2018-12-01,2008-01-16
scriptests,2016-07-22,2011-01-06
scriptexec,2019-04-12,2017-11-15
ScriptMapR,2020-09-24,2020-09-21
scriptName,2019-02-11,2018-04-10
scrm,2018-11-19,2014-10-21
scrobbler,2021-01-15,2019-01-08
scrollrevealR,2020-10-14,2020-06-25
SCRSELECT,2017-08-23,2016-03-26
SCRT,2020-01-09,2012-03-01
scrubr,2020-04-07,2016-03-04
scrypt,2018-02-16,2014-02-26
scs,2019-11-19,2016-02-23
scSorter,2021-03-17,2020-09-01
scTenifoldKnk,2021-01-22,2020-11-23
scTenifoldNet,2020-11-17,2019-12-15
SCtools,2020-08-26,2019-12-12
sctransform,2020-12-16,2018-11-18
scuba,2021-05-14,2006-01-05
sculpt3d,2013-04-17,2009-07-31
SCVA,2020-01-09,2012-03-03
scvxclustr,2017-09-11,2016-10-13
sda,2015-07-08,2008-10-26
SDaA,2014-09-04,2008-12-04
SDALGCP,2021-03-16,2018-08-14
SDAR,2020-10-21,2019-10-24
sdat,2018-04-13,2016-04-21
SDBP,2014-12-07,2013-05-02
sdcHierarchies,2020-08-12,2019-02-28
sdcLog,2021-02-16,2020-11-20
sdcMicro,2021-01-27,2007-05-29
sdcMicroGUI,2017-01-04,2010-12-03
SDCNway,2020-12-17,2020-09-22
sdcSpatial,2019-07-19,2019-07-03
sdcTable,2020-03-10,2009-01-26
SDD,2015-02-25,2013-05-25
SDDA,2014-08-30,2008-06-02
SDDE,2015-08-26,2015-03-06
sddpack,2021-02-15,2012-10-29
sde,2016-04-13,2006-07-19
sdef,2018-05-18,2009-08-14
SDEFSR,2021-04-30,2016-07-13
sdetorus,2020-09-04,2020-08-31
SDisc,2014-02-21,2009-11-05
SDLfilter,2021-04-03,2018-02-08
sdm,2020-04-29,2016-04-07
SDMPlay,2020-02-14,2016-08-08
sdmpredictors,2020-10-05,2016-09-27
SDMTools,2020-02-12,2009-12-10
SDMtune,2021-03-14,2019-06-21
sdmvspecies,2015-12-30,2014-04-27
sdnet,2020-03-03,2012-09-14
sdols,2021-03-30,2017-12-01
sdPrior,2018-10-06,2015-07-07
sdprisk,2019-04-29,2012-03-23
sdpt3r,2019-01-24,2017-09-04
SDR,2016-07-14,2015-07-19
SDraw,2020-07-03,2016-06-11
sdStaf,2018-10-30,2018-08-11
sdtalt,2012-06-24,2008-05-20
sdtoolkit,2014-02-16,2009-03-06
sdwd,2020-09-21,2015-01-05
SE.IGE,2015-06-19,2010-09-09
SEA,2021-02-27,2018-05-24
seaaroundus,2020-02-26,2017-12-21
seacarb,2021-02-22,2003-09-18
seagull,2021-04-20,2020-01-19
sealasso,2013-12-12,2013-09-08
sealr,2019-01-07,2018-04-06
seao,2008-02-16,2003-07-07
seao.gui,2008-02-16,2003-07-07
searchable,2020-10-02,2015-03-25
searchConsoleR,2019-09-06,2015-08-21
searcher,2020-02-06,2018-01-16
SearchTrees,2012-08-24,2011-07-25
seas,2018-06-02,2006-03-15
season,2021-06-03,2009-10-20
seasonal,2021-03-29,2013-12-03
seasonalview,2017-05-04,2016-12-14
seawaveQ,2020-12-15,2013-12-30
SECFISH,2019-08-22,2019-08-21
SecKW,2016-07-18,2016-07-17
secr,2021-06-01,2010-03-11
secrdesign,2020-04-10,2014-05-02
secret,2020-04-25,2017-06-17
secrlinear,2021-05-04,2014-12-02
secsse,2021-05-25,2019-01-30
secure,2020-10-28,2017-03-24
securitytxt,2021-05-14,2017-10-21
secuTrialR,2021-03-11,2020-04-24
see,2021-05-29,2019-05-24
seeclickfixr,2016-12-07,2015-11-13
seecolor,2020-12-07,2020-11-09
seedCCA,2020-03-29,2017-08-30
seededlda,2021-04-08,2020-09-10
seedreg,2021-06-03,2021-05-04
seeds,2020-07-14,2020-03-20
seedwater,2020-12-04,2019-02-12
seedy,2019-04-22,2014-07-11
seeg,2017-07-29,2013-01-04
seem,2017-04-24,2012-08-24
seer,2021-06-01,2020-02-21
SEER2R,2021-03-16,2012-01-22
SEERaBomb,2019-12-12,2012-06-17
SeerMapper,2021-01-12,2017-05-27
SeerMapper2010East,2021-01-12,2017-04-14
SeerMapper2010Regs,2021-01-12,2017-04-13
SeerMapper2010West,2021-01-12,2017-04-14
SeerMapperEast,2021-01-12,2017-04-12
SeerMapperRegs,2021-01-12,2017-04-11
SeerMapperWest,2021-01-12,2017-04-13
seewave,2020-05-28,2006-03-10
seg,2019-12-18,2011-05-09
segclust,2012-04-16,2008-02-11
segclust2d,2019-02-27,2018-02-23
SegCorr,2017-12-17,2015-02-10
segmag,2016-08-11,2014-10-17
segmented,2021-04-22,2003-10-07
Segmentor3IsBack,2020-05-12,2012-07-10
segmentr,2019-08-28,2019-01-17
segMGarch,2019-01-17,2018-12-29
segregation,2021-02-08,2018-04-17
SEHmodel,2016-09-21,2015-10-02
seismicRoll,2020-07-08,2015-03-11
sejmRP,2017-03-28,2015-09-27
SEL,2010-05-23,2009-07-19
selac,2020-06-15,2019-03-01
Select,2018-05-11,2017-01-26
selectapref,2020-02-08,2017-04-24
SelectBoost,2021-03-20,2019-05-27
selection,2018-04-30,2016-03-18
selection.index,2021-06-03,2021-04-06
selectiongain,2016-10-09,2008-11-24
selectiveInference,2019-09-07,2015-08-15
selectMeta,2015-07-03,2010-11-15
selectr,2019-11-20,2012-11-08
selectSNPs,2020-04-03,2020-02-28
selectspm,2021-03-14,2014-11-18
SeleMix,2020-10-02,2011-09-21
seleniumPipes,2016-10-01,2016-08-24
SELF,2017-11-22,2017-11-13
selfea,2015-06-23,2015-05-31
SelvarMix,2017-10-16,2014-08-27
sem,2020-05-19,2001-05-01
semantic.dashboard,2021-01-15,2018-04-23
Semblance,2019-01-25,2018-05-30
semdiag,2012-01-30,2011-09-26
semds,2018-12-03,2016-06-14
semEff,2021-04-09,2019-11-04
semGOF,2019-01-26,2011-12-21
semiArtificial,2019-05-31,2014-02-26
SemiCompRisks,2021-02-03,2013-12-21
SEMID,2019-05-19,2013-05-16
SemiMarkov,2019-07-02,2013-03-25
seminr,2021-05-13,2018-01-05
SemiPar,2018-04-16,2005-04-04
SemiParBIVProbit,2017-07-14,2011-01-06
SemiParSampleSel,2019-12-05,2012-04-30
SemiSupervised,2018-06-28,2018-05-11
semisupKernelPCA,2018-06-17,2012-12-20
semmcmc,2021-05-13,2021-04-26
SemNeT,2020-12-04,2019-08-05
SemNetCleaner,2020-12-04,2018-05-16
SemNetDictionaries,2020-12-04,2019-03-24
semnova,2020-06-19,2020-06-14
semPlot,2019-08-20,2013-01-28
semPLS,2013-01-21,2010-06-01
semPower,2020-08-24,2018-03-27
SEMsens,2021-02-24,2020-07-18
semsfa,2018-04-21,2015-02-18
semTable,2020-04-29,2019-05-20
semTools,2021-01-11,2012-05-18
semtree,2021-04-29,2016-12-16
semver,2017-01-06,2017-01-02
sen2r,2021-05-10,2019-10-21
sendmailR,2014-09-21,2009-07-21
sendplot,2021-01-19,2007-11-05
sensemakr,2020-04-28,2019-08-05
sensiPhy,2020-04-02,2016-07-18
sensitivity,2021-03-20,2006-06-30
SensitivityCaseControl,2014-05-30,2012-11-08
sensitivityfull,2017-04-05,2016-09-22
sensitivitymult,2017-08-29,2017-05-16
sensitivitymv,2018-06-13,2013-11-20
sensitivitymw,2014-07-24,2014-05-13
sensitivityPStrat,2014-03-07,2010-05-07
SensMap,2018-07-20,2017-09-23
sensmediation,2019-06-03,2018-11-14
SensMixed,2020-02-19,2015-08-23
sensobol,2021-05-30,2019-03-06
SensoMineR,2020-05-19,2005-11-03
sensors4plumes,2020-02-19,2017-04-03
sensory,2016-02-23,2014-08-21
sensR,2020-02-10,2008-07-20
SenSrivastava,2015-06-26,2003-01-13
SensusR,2019-02-01,2015-03-09
sentencepiece,2020-06-08,2020-06-04
sentiment,2012-12-13,2012-01-08
SentimentAnalysis,2021-02-18,2017-06-02
sentimentr,2019-03-22,2016-08-19
sentometrics,2021-04-20,2017-11-13
seoR,2018-06-02,2018-01-29
sEparaTe,2020-03-29,2016-06-08
separationplot,2020-01-16,2012-10-29
seplyr,2020-10-18,2017-07-15
seq2R,2014-01-01,2012-08-23
SeqBayesDesign,2018-03-15,2018-03-01
seqCBS,2019-04-13,2010-10-25
seqDesign,2019-05-23,2014-02-25
SeqDetect,2020-03-02,2020-02-20
seqest,2020-06-17,2020-05-16
SeqFeatR,2019-04-12,2014-06-10
seqgendiff,2020-05-24,2019-08-05
SeqGrapheR,2020-05-20,2012-09-05
seqHMM,2019-10-22,2015-12-19
seqICP,2017-07-25,2017-06-27
seqinr,2021-06-09,2004-11-22
SeqKat,2019-04-27,2017-06-25
SeqKnn,2012-06-24,2006-02-08
seqmagick,2021-04-25,2019-12-16
seqMeta,2020-07-26,2013-07-24
seqminer,2020-03-02,2013-03-20
seqmon,2020-09-04,2004-05-26
SeqNet,2021-04-22,2019-06-24
seqPERM,2017-11-29,2013-01-28
seqRFLP,2010-10-14,2010-06-30
SequenceAnalysis,2018-07-29,2016-08-10
sequences,2014-12-03,2013-05-16
SequenceSpikeSlab,2020-01-08,2019-12-13
Sequential,2021-02-21,2013-01-31
sequenza,2019-05-09,2013-12-02
sequoia,2021-05-22,2017-02-13
sergeant,2020-06-01,2017-07-18
serial,2020-05-14,2016-02-11
serialize,2008-02-16,2002-05-02
seriation,2020-10-01,2007-09-01
serieslcb,2019-07-09,2018-07-01
seroincidence,2018-06-05,2015-04-10
serpstatr,2021-01-10,2020-01-13
serrsBayes,2021-06-07,2018-02-14
servosphereR,2019-05-14,2019-03-06
servr,2021-04-14,2013-10-05
sesem,2016-06-10,2014-02-06
SesIndexCreatoR,2014-11-24,2013-05-27
session,2011-08-27,2003-03-17
sessioninfo,2018-11-05,2017-06-21
sessionTools,2013-12-21,2012-03-05
set,2021-02-26,2019-09-20
set6,2021-02-17,2019-12-23
SetMethods,2020-08-07,2013-05-21
SetRank,2016-05-11,2015-12-08
setRNG,2014-11-25,2004-03-26
sets,2017-12-12,2007-10-16
SetTest,2018-03-22,2017-02-11
settings,2021-05-07,2014-10-28
setwidth,2016-11-16,2011-12-02
Seurat,2021-06-10,2017-08-22
SeuratObject,2021-06-09,2021-01-15
sever,2020-10-19,2020-06-26
severity,2013-03-27,2013-03-15
sExtinct,2019-01-26,2012-11-14
sf,2021-06-09,2016-10-26
sfa,2014-01-06,2011-01-24
sfaR,2021-05-04,2021-03-05
sfdct,2021-01-06,2017-05-02
sFFLHD,2018-05-17,2016-08-27
sfheaders,2020-12-01,2019-10-03
sfinx,2017-07-19,2016-06-13
sfnetworks,2021-05-13,2021-03-11
sfo,2021-03-06,2020-12-03
SFS,2019-05-07,2017-06-20
SFSI,2021-05-16,2021-05-03
sfsmisc,2021-04-12,2004-02-06
sft,2018-07-08,2012-04-17
SGB,2020-02-05,2019-05-13
SGCS,2021-03-29,2009-03-06
sgd,2018-01-23,2015-05-08
sgee,2018-01-08,2016-10-17
sgeostat,2016-02-03,1999-04-21
SGL,2019-09-27,2012-04-03
sglasso,2019-12-05,2014-04-23
sglg,2021-01-24,2017-09-22
sglOptim,2019-04-27,2013-12-08
sgmcmc,2019-10-24,2017-07-18
sgmodel,2020-02-27,2018-07-14
sGMRFmix,2018-04-16,2018-02-28
sgof,2020-01-10,2013-05-16
SGP,2020-01-30,2008-10-17
sGPCA,2018-02-16,2013-07-06
SGPdata,2021-04-18,2012-01-10
sgPLS,2017-08-29,2015-02-10
sgpv,2020-11-23,2020-07-06
sgr,2014-11-24,2013-03-18
sgRSEA,2020-04-09,2015-06-15
sgstar,2021-05-23,2021-01-19
sgt,2015-09-04,2015-02-16
shades,2019-08-02,2016-01-06
shadow,2021-03-14,2016-12-07
shadowtext,2021-04-23,2017-10-30
shallot,2020-11-09,2017-05-12
shape,2021-05-19,2008-02-21
ShapeChange,2016-12-09,2015-10-07
shapefiles,2013-01-26,2003-06-14
ShapePattern,2020-04-27,2016-04-27
shapeR,2015-05-20,2015-04-03
shapes,2021-03-31,2003-09-16
ShapeSelectForest,2020-03-23,2015-06-01
SHAPforxgboost,2021-03-28,2019-08-03
shapper,2020-08-28,2019-03-02
shapr,2021-01-28,2020-09-03
shar,2021-05-04,2019-01-28
SHARE,2012-02-18,2009-07-22
SharedHT2,2010-07-30,2005-06-09
sharpData,2021-03-30,2019-08-02
SharpeR,2020-02-08,2013-05-11
sharpeRratio,2021-02-24,2016-10-07
sharpPen,2021-03-06,2021-02-17
sharpr2,2018-05-16,2017-11-07
sharpshootR,2021-04-25,2014-05-03
sharx,2016-01-15,2010-12-09
shattering,2021-06-03,2020-09-25
shatteringdt,2021-05-23,2021-03-03
shazam,2020-08-11,2016-02-21
sheldusr,2014-06-20,2013-11-15
SHELF,2020-02-08,2015-07-07
shiftR,2019-03-22,2018-01-13
ShiftShareSE,2020-01-07,2019-08-24
shiny,2021-01-25,2012-12-01
shiny.i18n,2020-10-02,2018-09-13
shiny.router,2021-01-20,2018-09-18
shiny.semantic,2021-01-10,2017-05-29
shinyAce,2019-09-24,2013-11-05
shinyalert,2020-09-12,2018-02-12
shinyanimate,2019-01-13,2018-05-03
shinybootstrap2,2015-02-11,2015-01-22
shinybrms,2021-03-06,2020-03-26
shinyBS,2015-03-31,2014-03-11
shinybusy,2020-09-27,2019-04-23
shinycssloaders,2020-07-28,2017-05-10
shinydashboard,2018-10-17,2015-04-22
shinydashboardPlus,2021-04-26,2018-05-08
shinyEffects,2021-05-14,2018-11-18
shinyEventLogger,2020-11-16,2019-02-22
shinyFeedback,2020-09-22,2016-12-13
shinyFiles,2020-11-09,2014-06-10
shinyfilter,2021-05-10,2020-12-02
shinyfullscreen,2021-01-11,2020-12-16
shinyglide,2019-10-12,2019-07-10
shinyHeatmaply,2020-04-03,2017-03-28
shinyhelper,2019-11-09,2018-05-30
shinyhttr,2020-07-16,2019-03-22
ShinyItemAnalysis,2021-06-01,2016-07-04
shinyjqui,2021-02-23,2017-03-04
shinyjs,2020-09-09,2015-04-22
shinyKGode,2018-02-12,2017-11-13
shinyloadtest,2021-02-11,2020-01-09
shinylogs,2019-08-21,2019-05-09
shinyLP,2018-04-25,2016-09-13
shinymanager,2020-08-24,2019-06-19
shinymaterial,2020-08-31,2017-04-15
shinyMatrix,2021-05-20,2019-02-05
shinyML,2021-02-24,2019-07-30
shinyMobile,2021-01-11,2019-11-30
shinyMolBio,2019-08-02,2019-06-21
shinyMonacoEditor,2020-10-14,2020-09-09
shinyobjects,2020-07-29,2020-05-12
shinypanel,2021-01-07,2020-10-16
shinyPredict,2021-02-02,2021-01-28
ShinyQuickStarter,2021-03-02,2020-11-16
shinyr,2021-03-16,2020-03-19
shinySIR,2020-10-18,2020-01-20
shinystan,2018-05-01,2015-08-10
shinytest,2021-01-13,2018-05-07
shinythemes,2021-01-25,2015-01-20
shinyTime,2019-08-06,2016-07-18
shinyTree,2019-05-27,2015-02-13
shinyWidgets,2021-03-15,2017-03-23
shinyypr,2020-03-24,2020-02-20
SHIP,2013-12-23,2010-05-05
shipunov,2021-03-17,2019-04-01
SHLR,2017-10-07,2016-04-04
shopifyr,2019-07-22,2014-08-27
shortcuts,2019-12-17,2019-12-02
ShortForm,2020-03-13,2017-10-20
shorts,2020-11-29,2020-04-23
shotGroups,2021-04-10,2012-03-07
showtext,2021-01-10,2014-01-01
showtextdb,2020-06-04,2015-03-10
shp2graph,2018-08-20,2014-03-17
shrink,2016-03-09,2013-04-02
Shrinkage,2017-01-04,2015-10-23
ShrinkCovMat,2019-07-30,2014-04-17
shrinkTVP,2021-05-13,2019-06-19
SHT,2020-03-19,2019-03-05
shuffle,2016-05-02,2014-01-07
SI,2018-09-23,2018-04-17
siar,2013-04-23,2008-02-25
siatclust,2012-04-27,2011-06-15
SIBER,2021-03-29,2015-08-13
SIBERG,2018-02-20,2017-07-11
sicegar,2021-05-08,2017-03-19
sideChannelAttack,2013-04-12,2011-04-30
SIDES,2021-05-16,2016-06-02
sidier,2018-07-09,2013-02-19
sidrar,2020-01-27,2017-04-23
sievePH,2019-12-06,2019-02-26
sievetest,2018-06-07,2014-07-08
sifds,2013-12-03,2010-04-02
sig,2015-01-22,2012-07-25
sigclust,2014-01-23,2012-10-29
SightabilityModel,2020-09-08,2012-05-12
sigloc,2018-06-17,2014-10-22
sigma2tools,2011-04-13,2006-09-12
sigmajs,2020-05-06,2018-08-31
sigmaNet,2018-04-23,2018-01-24
sigminer,2021-05-19,2019-04-25
sigmoid,2018-06-21,2016-04-25
Signac,2021-05-11,2020-03-13
signal,2021-05-25,2006-12-10
signal.hsmm,2015-07-03,2014-08-07
signalextraction,2014-08-26,2007-03-15
signalHsmm,2018-11-15,2015-07-03
SignifReg,2020-04-17,2017-02-02
signnet,2021-04-28,2020-01-24
signs,2020-01-16,2019-10-01
sigora,2021-04-10,2012-06-14
sigQC,2021-04-09,2017-10-15
sigr,2020-10-16,2017-01-16
SigTree,2017-10-02,2013-08-15
SigWinR,2014-05-31,2009-06-16
SII,2018-11-18,2010-07-24
siland,2021-01-27,2017-11-20
silicate,2020-10-19,2019-10-09
Sim.DiffProc,2020-11-08,2011-01-04
Sim.DiffProcGUI,2013-04-15,2011-01-06
sim1000G,2019-06-09,2017-08-17
simba,2012-12-05,2007-08-27
SimBIID,2021-02-04,2019-08-23
simboot,2017-03-14,2010-12-23
simcausal,2020-02-19,2015-05-16
simcdm,2019-03-10,2019-01-30
simco,2012-11-01,2007-04-05
SimComp,2019-08-26,2008-10-27
SimCorMultRes,2021-06-10,2012-11-12
SimCorrMix,2018-07-01,2018-02-26
simctest,2019-11-04,2009-05-28
SimDesign,2021-06-01,2015-10-05
simdistr,2019-08-02,2018-07-02
simecol,2019-07-15,2006-06-29
simEd,2021-01-28,2017-05-10
simest,2017-04-25,2015-09-20
simex,2019-07-31,2005-08-10
simexaft,2019-01-07,2010-07-09
simfinR,2021-04-02,2019-12-04
simFrame,2014-03-03,2009-08-13
simglm,2020-06-12,2017-05-25
simGWAS,2019-11-25,2019-08-22
SimHap,2014-08-19,2007-09-07
simhelpers,2021-02-14,2020-03-31
SimilaR,2020-06-26,2018-04-12
similarityRichards,2012-07-01,2008-03-28
Simile,2015-02-19,2012-01-04
similr,2019-01-11,2018-11-19
SimInf,2020-12-06,2016-01-08
simITS,2020-05-20,2020-04-28
SimJoint,2020-04-03,2019-06-13
simLife,2019-04-08,2016-05-31
simmer,2020-06-06,2015-11-15
simmer.bricks,2019-01-09,2018-01-16
simmer.plot,2020-04-25,2016-12-28
simml,2021-05-25,2019-05-24
simmr,2021-02-27,2015-08-06
SIMMS,2021-01-07,2013-06-11
simMSM,2015-03-03,2013-06-05
SimMultiCorrData,2018-06-28,2017-06-30
simode,2020-05-14,2018-08-02
simone,2020-10-02,2008-10-25
simPATHy,2021-06-01,2016-07-18
simPH,2020-11-02,2013-07-28
SimPhe,2018-09-13,2017-01-04
simpleboot,2019-02-20,2003-10-09
simpleCache,2021-04-17,2017-08-21
simplecolors,2020-10-27,2020-02-01
simpleMLP,2021-03-28,2021-02-11
simpleNeural,2020-02-18,2015-04-28
simplePHENOTYPES,2021-01-20,2019-12-04
simpleRCache,2017-04-09,2016-02-27
simpleroptions,2018-01-14,2018-01-13
SimpleTable,2012-06-03,2008-09-06
simplevis,2021-06-04,2020-03-19
simplexdesign,2020-07-23,2020-03-16
simplexreg,2016-08-03,2014-01-31
simplextree,2020-09-12,2020-09-02
SimplicialCubature,2021-01-06,2014-09-24
SimplifyStats,2020-04-10,2018-07-02
simplr,2018-01-23,2015-08-19
simPop,2020-10-02,2014-11-18
simPopulation,2014-06-13,2010-02-13
simputation,2021-01-25,2016-09-10
simr,2019-01-29,2015-11-01
SimRAD,2016-01-06,2014-02-02
SimReg,2021-01-30,2015-08-27
simrel,2021-01-17,2014-11-29
SimRepeat,2019-12-21,2018-04-16
SiMRiv,2019-12-19,2016-07-12
SimRVPedigree,2020-02-09,2017-12-21
SimRVSequences,2020-06-20,2019-03-12
simsalapar,2018-05-18,2013-09-17
SimSCRPiecewise,2016-07-27,2016-07-27
simsem,2021-03-28,2012-05-18
SimSeq,2015-11-23,2014-02-18
simsl,2021-02-12,2019-10-09
simstandard,2021-05-07,2018-10-16
simstudy,2020-10-08,2016-06-21
simsurv,2021-01-13,2017-07-27
SimSurvey,2021-01-13,2020-09-09
SimSurvNMarker,2020-09-28,2020-09-11
simTargetCov,2020-02-05,2019-10-10
simtimer,2019-01-22,2017-12-21
simTool,2020-09-22,2014-07-08
simts,2019-07-22,2019-07-19
SimuChemPC,2020-02-19,2013-09-04
simukde,2021-05-20,2018-07-05
simul,2021-03-09,2021-02-22
simule,2018-07-02,2017-04-19
SimultAnR,2018-06-17,2012-10-29
SimVitD,2021-01-06,2019-05-03
SIN,2013-12-27,2004-04-01
sinaplot,2017-04-21,2015-10-01
sinartra,2014-04-22,2010-09-30
sindyr,2020-06-09,2018-08-16
sinew,2018-08-31,2017-05-03
singcar,2021-03-01,2020-10-20
SINGLE,2015-10-13,2013-11-01
singlecase,2010-07-30,2008-05-07
SingleCaseES,2021-04-30,2018-07-31
singleCellHaystack,2021-03-28,2020-07-01
SinIW,2016-07-18,2016-07-17
sinx,2020-11-30,2019-03-22
SIPDIBGE,2021-05-02,2020-12-18
siplab,2020-09-04,2014-01-10
sirad,2016-10-18,2012-09-07
SIRE,2019-04-11,2018-07-30
SIRItoGTFS,2020-06-15,2018-01-30
siRSM,2019-01-26,2014-06-16
sirt,2020-02-17,2013-05-29
sirus,2021-02-22,2019-08-28
SIS,2020-01-27,2009-08-14
sisal,2020-02-15,2015-10-10
SISIR,2020-06-05,2016-12-04
sisireg,2021-04-09,2021-01-14
sismonr,2020-02-11,2019-05-24
sistec,2020-10-26,2020-05-11
sisus,2019-01-02,2012-10-29
sisVIVE,2017-05-30,2014-10-17
sitar,2021-04-22,2014-04-08
SiteAdapt,2020-12-03,2020-07-07
SITH,2021-01-05,2020-07-01
sitmo,2019-01-07,2016-03-19
sitools,2012-08-22,2012-01-23
sitree,2021-06-03,2017-01-10
sitreeE,2021-06-03,2017-07-14
sivipm,2020-01-01,2015-04-14
sivs,2020-11-04,2020-10-06
SixSigma,2018-04-15,2011-03-04
SizeEstimation,2016-07-26,2016-07-13
sizeMat,2020-06-04,2016-07-22
SiZer,2020-02-13,2008-06-12
sjdbc,2021-05-01,2013-06-29
sjlabelled,2021-05-11,2017-06-12
sjmisc,2021-05-12,2015-03-22
sjPlot,2021-05-25,2013-11-29
sjstats,2021-01-09,2016-05-23
SKAT,2020-10-20,2012-05-11
skatMeta,2016-09-30,2013-03-27
skedastic,2021-06-08,2020-01-10
skeleSim,2020-03-17,2016-09-15
skeletor,2017-04-09,2016-12-30
skellam,2016-12-15,2012-10-29
SkewHyperbolic,2018-11-29,2009-10-28
skewlmm,2021-02-03,2020-03-02
skewtools,2014-01-26,2012-04-04
Skillings.Mack,2015-09-25,2013-03-29
skills,2012-08-15,2011-02-20
skillsengineeR,2021-03-10,2021-03-04
skimr,2021-03-07,2017-12-21
sklarsomega,2020-02-03,2018-05-24
skmeans,2020-12-03,2009-08-13
sknifedatar,2021-06-01,2021-05-20
skpr,2021-05-11,2017-08-18
skynet,2020-10-05,2018-01-29
skyscapeR,2020-02-19,2017-10-21
SkyWatchr,2020-05-02,2016-12-04
sla,2018-06-17,2016-12-05
slackr,2021-05-02,2014-09-08
slam,2020-12-03,2009-06-26
slanter,2021-05-09,2020-09-14
SLBDD,2021-03-27,2021-02-16
SLC,2013-01-24,2010-01-19
sld,2020-06-20,2014-08-15
SLDAssay,2017-11-02,2016-06-29
SleepCycles,2021-04-26,2020-12-04
sleepwalk,2020-09-29,2019-04-04
SLEMI,2021-02-22,2019-10-07
Sleuth2,2019-01-24,2009-11-13
Sleuth3,2019-01-25,2012-09-12
slfm,2020-03-03,2014-05-08
slga,2021-01-13,2019-08-05
SLHD,2015-01-28,2013-03-19
slickR,2020-12-08,2017-04-01
